UTTERANCES,actor.gender,gr.amount,movie.country,movie.directed_by,movie.estimated_budget,movie.genre,movie.gross_revenue,movie.initial_release_date,movie.language,movie.locations,movie.music,movie.produced_by,movie.production_companies,movie.rating,movie.starring.actor,movie.starring.character,movie.subjects,none,person.date_of_birth
steven spielberg profile page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movies about bank robberies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
a movie based on time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find movies about gambling,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
who played nick fury in the avengers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
list movies by searchlight films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
current movie options for today with patrick swayze,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
i would like to know names of some of the japanese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i need details steven spielberg now,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find movies from france,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what language is the professional in,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
movies with sandra bullock,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i would like to get a list of movie names in hindi language,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
synopsis for finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movies tom cruise produced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i cannot remember the name of the actor in pretty women,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me movies in japanese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what character did will smith play in hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
can i see what the lion king's revenue was,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
get details of original finding nemo movie,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
show me who directed cabin in the woods,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
get a list of movies with kristen stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to know the original language of ju on,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
rating g list,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
find movies directed by eddie murphy,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies in italian,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show a list of recent releases that are rated pg,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
i want to find movies directed by stephen speilberg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who was the director of forest gump,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies made in south africa,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who directed jurassic park,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies produced by bruce lee,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me the producer of the godfather,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
what films has selena gomez been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to watch a movie by sergio leone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies about ice skating,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
who directed the film avatar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what genre is the movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies has ray stark produced,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
german movie info,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me sarah polley movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
display all information on will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i want to see chinese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
finding nemo movie page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what is the history behind paramount,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who was in hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find historical movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
search for the movie life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who produce the avatar,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me movies from japan,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find scifi films,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
in what movies tom cruise is,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
find english movies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
voice actor for homer simpson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
what genre is pretty girl,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
company that produced iron man,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
sergio leone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what is jurassic park rated,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
how would you describe the movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
when was dirty dancing released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
how many movies did scorsese direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pretty girl what is the movie's genre,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i need to know the movie avatar's producer name,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
list movies in french,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find a movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movies with bruce willis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who is chewbakka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
are there any movies in greek,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
i want to watch movies from germany,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me the latest movies in tamil,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me canadian films,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am looking for the information on the movie pretty women,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find love stories,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
show all movies by paramount,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
who played dory on finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
who produced lion king,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
see movies from india,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
search for r rated movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
who produced spaceballs,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
how many movies has kristen stewart made,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i want to know about spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what is the director's name of lord of the rings,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what year was the campaign released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
look up movies from india,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
did alfred hitchcock direct a comedy,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what was the gross profit for twilight,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
what movies have been made in the united states,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
language of hamlet,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
can you please open page about in july movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
where was black swan produced,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find movies directed by oliver stone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced possesion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
where was movie made,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find the name of the actor who played jack in the movie titanic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
find movies produced by mel gibson,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me g movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
director of hum tum,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show information for the movie title in july with moritz bleibtreu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what movie did victor fleming direct,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cast and crew for apollo thirteen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me will ferrell information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
director,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stephen king directed what movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yash chopra's movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i would like to see movies in english,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
funny pg thirteen movies,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
look for movies directed by tyler perry,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me elvis movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who directed the movie,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what recently released movies are rated r,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
show me some movies that are related to time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
what genre is superman,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
frankenstein release,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who directed avatar,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show tom hanks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what country does les miserable come from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cast and crew of life is beautiful,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
tell me what is the language of the movie hero,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who was in the movie captain america,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i am looking for movies that are rated pg for family movie night,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
see movies from spain,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find the producer of moby dick,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
looking for a drama movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
search gilda director,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when did happiness get released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
look for spanish movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
show me the comedy pitch perfect,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
look up alfred hitchcock movies,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want to know who directed finding nemo,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
will ferrell movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me star wars four page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
rating for the avengers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
list statham's movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
rating g,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
lion king characters,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
look up movie the campaign,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
i want to see movies produced by warner bros,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
give me a list of recent horror films,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
show me all the movies made by paramount,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
bings movie page finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
search for information about tom cruise,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
list movies directed by james cameron,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who directed the movie opening night,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what is the name of the actor who was in the parent trap,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what movies are directed by ridley scott,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me movies about time travel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
meryl streep movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
show me funny movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
who is bruce willis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what are all the movies to come out of france,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i am interested in the genre for 1000 words,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what movies has tom cruise been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
language of bullhead,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what type of audience can watch cars,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show biography for director steven spielberg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
director for pride and prejudice,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who is the director of batman,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
johnny depp movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
look for will ferrell,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what movies has tom cruise starred in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what are the names of female actors who played in lost,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
cast and crew for the movie house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what films deal with immigrants in america,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
show me the movies that spielberg made,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
how much money did pretty woman take in,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
who is andrew stanton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me england movies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
finding the buget of heroine,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
can i have a list of bruce lee produced movies,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
find hindi movies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
language of the film revanche,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what is the name of the director of the movie avengers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
search for the budget of step up,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what country did shindler's list come from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
footloose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who is the producer of the terminator,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
portugese movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
was kevin james in hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who stars in vulgaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gross earnings for avengers movie,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
who directed hitch,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find out what kind of movie grease is,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i want information about angelina jolie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who produced cabin in the woods,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i want to watch a korean movie,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
give me a list of time travel movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i would like to see a movie with albert brooks in it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
gone with the wind's budget,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
send me movies that are in chinese,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what is the movie rating for die hard,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show all details about star wars-a new hope movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show bette midler movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who directed gone with the wind,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i want movies about 9-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tell me about the revenue generated by the movie avatar,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
what is the movie genre,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
goto lionsgate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
did robert wise direct any other musical films,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
find me 20 th century fox films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
find me some warner bros. movies,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
please provide the name of the company that produced sparkle,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
show me a list of movies directed by robert wise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is the movie life is beautiful ok for my six year old to watch,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show movies concerning war,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
goto warner brothers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what other videos does the country norway have,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
when steven spielberg born,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
show me star wars four,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find some suspenseful movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what rating is freedom writers,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me canadian movies,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what are the top grossing movies,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
what old movies are made by warner brothers,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
who was the lead in black swan,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
can i see who produced possesion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
how many movies were released on nine twenty eight twelve,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
cast and crew for hitch,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i need general information on finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
finding nemo info,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me movies about zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find the director of step up,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
give me the genre of the movie lawless,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
give me detailed information about the movie star wars:episode four -a new hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who produced hitch,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
i want to know when step up was released,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
give me the best baseball movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
i would like to find movies produced by morgan freeman,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show me spielberg's main page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who was the producer for the amazing spiderman,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
find the release date for heroine,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
look up french movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
who is kristen stewart,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find canadian films,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what is the rating for house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what genre is the jaws movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
i would like to see house at the end of the street information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
how many movies has charles vidor directed,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is there a movie about the zombie apocolypse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
detail finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
can i have a list of producers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
find all chinese language movies,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
what kind of movie,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
producer for the passion of the christ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
in july information,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
who is director of sleepless in seattle,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
which movies are family friendly,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what movies has jack black been in,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
who was the actor in movie hum tum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i only want to see movies in german,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
search directors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show movies directed by oliver stone,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
what audience will watch black swan,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i d like to know the genre of the film grease,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
show me more details for the movie house at the end of the street,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what was titanic's budget,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
is parenthood a comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
name of director for house at the end of the street,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i need a list of movies produced by ray stark,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
did the avatar movie have a budget for spending,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
i would like to search for what country cell 21 is from,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find russian movies,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
frankenstein release date,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
who are the lead actors in this movie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
i need to know the budget of the movie avatar,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
show me a list of all movies made in the united states,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
find me more about finding nemo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
show me hathaway's recent movies,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
can you show me details about the movie star wars:episode four - a new hope,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
take me to star wars four page,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
what is the rating of dirty dancing,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
i want to watch a drama made in china,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
zombies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
bring up black swan production,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
movies that have comedy,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
what are a list of movies with an r rating,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what type of movie is this,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
show credits for the godfather,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
what language is spoken in indochine,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
find some zombie movies,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
find some musical movies,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
who produced the movie,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
show all movies directed by woody allen,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
please show a list of recent movies rated pg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
show me nc seventeen movies,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
what is the rating for the movie ants,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
